name,kind,area,status,return_or_variable_type,parameters
furi_hal_bt_extra_beacon_set_data,Function,Hardware HAL,native_export_needs_arm_bridge,_Bool,"const uint8_t*, uint8_t"
furi_hal_bt_extra_beacon_start,Function,Hardware HAL,native_export_needs_arm_bridge,_Bool,
furi_hal_bt_extra_beacon_stop,Function,Hardware HAL,native_export_needs_arm_bridge,_Bool,
furi_hal_bt_get_key_storage_buff,Function,Hardware HAL,not_bridged,void,"uint8_t**, uint16_t*"
furi_hal_bt_get_radio_stack,Function,Hardware HAL,not_bridged,FuriHalBtStack,
furi_hal_bt_get_rssi,Function,Hardware HAL,not_bridged,float,
furi_hal_bt_get_transmitted_packets,Function,Hardware HAL,not_bridged,uint32_t,
furi_hal_bt_is_active,Function,Hardware HAL,not_bridged,_Bool,
furi_hal_bt_is_alive,Function,Hardware HAL,not_bridged,_Bool,
furi_hal_bt_is_gatt_gap_supported,Function,Hardware HAL,not_bridged,_Bool,
furi_hal_bt_is_testing_supported,Function,Hardware HAL,not_bridged,_Bool,
furi_hal_bt_lock_core2,Function,Hardware HAL,not_bridged,void,
furi_hal_bt_nvm_sram_sem_acquire,Function,Hardware HAL,not_bridged,void,
furi_hal_bt_nvm_sram_sem_release,Function,Hardware HAL,not_bridged,void,
furi_hal_bt_reinit,Function,Hardware HAL,not_bridged,void,
furi_hal_bt_set_key_storage_change_callback,Function,Hardware HAL,not_bridged,void,"BleGlueKeyStorageChangedCallback, void*"
furi_hal_bt_start_advertising,Function,Hardware HAL,native_export_needs_arm_bridge,void,
furi_hal_bt_start_app,Function,Hardware HAL,not_bridged,FuriHalBleProfileBase*,"const FuriHalBleProfileTemplate*, FuriHalBleProfileParams, const GapRootSecurityKeys*, GapEventCallback, void*"
furi_hal_bt_start_packet_rx,Function,Hardware HAL,not_bridged,void,"uint8_t, uint8_t"
furi_hal_bt_start_packet_tx,Function,Hardware HAL,not_bridged,void,"uint8_t, uint8_t, uint8_t"
furi_hal_bt_start_radio_stack,Function,Hardware HAL,not_bridged,_Bool,
furi_hal_bt_start_rx,Function,Hardware HAL,not_bridged,void,uint8_t
furi_hal_bt_start_tone_tx,Function,Hardware HAL,not_bridged,void,"uint8_t, uint8_t"
furi_hal_bt_stop_advertising,Function,Hardware HAL,native_export_needs_arm_bridge,void,
furi_hal_bt_stop_packet_test,Function,Hardware HAL,not_bridged,uint16_t,
furi_hal_bt_stop_rx,Function,Hardware HAL,not_bridged,void,
furi_hal_bt_stop_tone_tx,Function,Hardware HAL,not_bridged,void,
furi_hal_bt_unlock_core2,Function,Hardware HAL,not_bridged,void,
furi_hal_bt_update_battery_level,Function,Hardware HAL,not_bridged,void,uint8_t
furi_hal_bt_update_power_state,Function,Hardware HAL,not_bridged,void,_Bool
furi_hal_bus_deinit_early,Function,Hardware HAL,not_bridged,void,
furi_hal_bus_disable,Function,Hardware HAL,not_bridged,void,FuriHalBus
furi_hal_bus_enable,Function,Hardware HAL,not_bridged,void,FuriHalBus
furi_hal_bus_init_early,Function,Hardware HAL,not_bridged,void,
furi_hal_bus_is_enabled,Function,Hardware HAL,not_bridged,_Bool,FuriHalBus
furi_hal_bus_reset,Function,Hardware HAL,not_bridged,void,FuriHalBus
furi_hal_cdc_get_ctrl_line_state,Function,Hardware HAL,not_bridged,uint8_t,uint8_t
furi_hal_cdc_get_port_settings,Function,Hardware HAL,not_bridged,usb_cdc_line_coding*,uint8_t
furi_hal_cdc_receive,Function,Hardware HAL,not_bridged,int32_t,"uint8_t, uint8_t*, uint16_t"
furi_hal_cdc_send,Function,Hardware HAL,not_bridged,void,"uint8_t, uint8_t*, uint16_t"
furi_hal_cdc_set_callbacks,Function,Hardware HAL,not_bridged,void,"uint8_t, CdcCallbacks*, void*"
furi_hal_clock_mco_disable,Function,Hardware HAL,not_bridged,void,
furi_hal_clock_mco_enable,Function,Hardware HAL,not_bridged,void,"FuriHalClockMcoSourceId, FuriHalClockMcoDivisorId"
furi_hal_cortex_comp_enable,Function,Hardware HAL,not_bridged,void,"FuriHalCortexComp, FuriHalCortexCompFunction, uint32_t, uint32_t, FuriHalCortexCompSize"
furi_hal_cortex_comp_reset,Function,Hardware HAL,not_bridged,void,FuriHalCortexComp
furi_hal_cortex_delay_us,Function,Hardware HAL,not_bridged,void,uint32_t
furi_hal_cortex_instructions_per_microsecond,Function,Hardware HAL,not_bridged,uint32_t,
furi_hal_cortex_timer_get,Function,Hardware HAL,not_bridged,FuriHalCortexTimer,uint32_t
furi_hal_cortex_timer_is_expired,Function,Hardware HAL,not_bridged,_Bool,FuriHalCortexTimer
furi_hal_cortex_timer_wait,Function,Hardware HAL,not_bridged,void,FuriHalCortexTimer
furi_hal_crypto_ctr,Function,Hardware HAL,not_bridged,_Bool,"const uint8_t*, const uint8_t*, const uint8_t*, uint8_t*, size_t"
furi_hal_crypto_decrypt,Function,Hardware HAL,native_export_needs_arm_bridge,_Bool,"const uint8_t*, uint8_t*, size_t"
furi_hal_crypto_enclave_ensure_key,Function,Hardware HAL,native_export_needs_arm_bridge,_Bool,uint8_t
furi_hal_crypto_enclave_load_key,Function,Hardware HAL,native_export_needs_arm_bridge,_Bool,"uint8_t, const uint8_t*"
furi_hal_crypto_enclave_store_key,Function,Hardware HAL,not_bridged,_Bool,"FuriHalCryptoKey*, uint8_t*"
furi_hal_crypto_enclave_unload_key,Function,Hardware HAL,native_export_needs_arm_bridge,_Bool,uint8_t
furi_hal_crypto_enclave_verify,Function,Hardware HAL,not_bridged,_Bool,"uint8_t*, uint8_t*"
furi_hal_crypto_encrypt,Function,Hardware HAL,native_export_needs_arm_bridge,_Bool,"const uint8_t*, uint8_t*, size_t"
furi_hal_crypto_gcm,Function,Hardware HAL,not_bridged,_Bool,"const uint8_t*, const uint8_t*, const uint8_t*, size_t, const uint8_t*, uint8_t*, size_t, uint8_t*, _Bool"
furi_hal_crypto_gcm_decrypt_and_verify,Function,Hardware HAL,not_bridged,FuriHalCryptoGCMState,"const uint8_t*, const uint8_t*, const uint8_t*, size_t, const uint8_t*, uint8_t*, size_t, const uint8_t*"
furi_hal_crypto_gcm_encrypt_and_tag,Function,Hardware HAL,not_bridged,FuriHalCryptoGCMState,"const uint8_t*, const uint8_t*, const uint8_t*, size_t, const uint8_t*, uint8_t*, size_t, uint8_t*"
furi_hal_crypto_load_key,Function,Hardware HAL,not_bridged,_Bool,"const uint8_t*, const uint8_t*"
furi_hal_crypto_unload_key,Function,Hardware HAL,not_bridged,_Bool,
furi_hal_debug_disable,Function,Hardware HAL,not_bridged,void,
furi_hal_debug_enable,Function,Hardware HAL,not_bridged,void,
furi_hal_debug_is_gdb_session_active,Function,Hardware HAL,not_bridged,_Bool,
furi_hal_dma_deinit_early,Function,Hardware HAL,not_bridged,void,
furi_hal_dma_init_early,Function,Hardware HAL,not_bridged,void,
furi_hal_gpio_add_int_callback,Function,Hardware HAL,not_bridged,void,"const GpioPin*, GpioExtiCallback, void*"
furi_hal_gpio_disable_int_callback,Function,Hardware HAL,not_bridged,void,const GpioPin*
furi_hal_gpio_enable_int_callback,Function,Hardware HAL,not_bridged,void,const GpioPin*
furi_hal_gpio_init,Function,Hardware HAL,native_export_needs_arm_bridge,void,"const GpioPin*, const GpioMode, const GpioPull, const GpioSpeed"
furi_hal_gpio_init_ex,Function,Hardware HAL,not_bridged,void,"const GpioPin*, const GpioMode, const GpioPull, const GpioSpeed, const GpioAltFn"
furi_hal_gpio_init_simple,Function,Hardware HAL,not_bridged,void,"const GpioPin*, const GpioMode"
furi_hal_gpio_remove_int_callback,Function,Hardware HAL,not_bridged,void,const GpioPin*
furi_hal_hid_consumer_key_press,Function,Hardware HAL,not_bridged,_Bool,uint16_t
furi_hal_hid_consumer_key_release,Function,Hardware HAL,not_bridged,_Bool,uint16_t
furi_hal_hid_consumer_key_release_all,Function,Hardware HAL,not_bridged,_Bool,
furi_hal_hid_get_led_state,Function,Hardware HAL,not_bridged,uint8_t,
furi_hal_hid_is_connected,Function,Hardware HAL,native_export_needs_arm_bridge,_Bool,
furi_hal_hid_kb_press,Function,Hardware HAL,native_export_needs_arm_bridge,_Bool,uint16_t
furi_hal_hid_kb_release,Function,Hardware HAL,native_export_needs_arm_bridge,_Bool,uint16_t
furi_hal_hid_kb_release_all,Function,Hardware HAL,native_export_needs_arm_bridge,_Bool,
furi_hal_hid_mouse_move,Function,Hardware HAL,not_bridged,_Bool,"int8_t, int8_t"
furi_hal_hid_mouse_press,Function,Hardware HAL,not_bridged,_Bool,uint8_t
furi_hal_hid_mouse_release,Function,Hardware HAL,not_bridged,_Bool,uint8_t
furi_hal_hid_mouse_scroll,Function,Hardware HAL,not_bridged,_Bool,int8_t
furi_hal_hid_set_state_callback,Function,Hardware HAL,not_bridged,void,"HidStateCallback, void*"
furi_hal_hid_u2f_get_request,Function,Hardware HAL,not_bridged,uint32_t,uint8_t*
furi_hal_hid_u2f_is_connected,Function,Hardware HAL,not_bridged,_Bool,
furi_hal_hid_u2f_send_response,Function,Hardware HAL,not_bridged,void,"uint8_t*, uint8_t"
furi_hal_hid_u2f_set_callback,Function,Hardware HAL,not_bridged,void,"HidU2fCallback, void*"
furi_hal_i2c_acquire,Function,Hardware HAL,not_bridged,void,const FuriHalI2cBusHandle*
furi_hal_i2c_bus_external,Variable,Hardware HAL,not_bridged,FuriHalI2cBus,
furi_hal_i2c_bus_power,Variable,Hardware HAL,not_bridged,FuriHalI2cBus,
furi_hal_i2c_handle_external,Variable,Hardware HAL,not_bridged,const FuriHalI2cBusHandle,
furi_hal_i2c_handle_power,Variable,Hardware HAL,not_bridged,const FuriHalI2cBusHandle,
furi_hal_i2c_is_device_ready,Function,Hardware HAL,not_bridged,_Bool,"const FuriHalI2cBusHandle*, uint8_t, uint32_t"
furi_hal_i2c_read_mem,Function,Hardware HAL,not_bridged,_Bool,"const FuriHalI2cBusHandle*, uint8_t, uint8_t, uint8_t*, size_t, uint32_t"
furi_hal_i2c_read_reg_16,Function,Hardware HAL,not_bridged,_Bool,"const FuriHalI2cBusHandle*, uint8_t, uint8_t, uint16_t*, uint32_t"
furi_hal_i2c_read_reg_8,Function,Hardware HAL,not_bridged,_Bool,"const FuriHalI2cBusHandle*, uint8_t, uint8_t, uint8_t*, uint32_t"
furi_hal_i2c_release,Function,Hardware HAL,not_bridged,void,const FuriHalI2cBusHandle*
furi_hal_i2c_rx,Function,Hardware HAL,not_bridged,_Bool,"const FuriHalI2cBusHandle*, uint8_t, uint8_t*, size_t, uint32_t"
furi_hal_i2c_rx_ext,Function,Hardware HAL,not_bridged,_Bool,"const FuriHalI2cBusHandle*, uint16_t, _Bool, uint8_t*, size_t, FuriHalI2cBegin, FuriHalI2cEnd, uint32_t"
furi_hal_i2c_trx,Function,Hardware HAL,not_bridged,_Bool,"const FuriHalI2cBusHandle*, uint8_t, const uint8_t*, size_t, uint8_t*, size_t, uint32_t"
furi_hal_i2c_tx,Function,Hardware HAL,not_bridged,_Bool,"const FuriHalI2cBusHandle*, uint8_t, const uint8_t*, size_t, uint32_t"
furi_hal_i2c_tx_ext,Function,Hardware HAL,not_bridged,_Bool,"const FuriHalI2cBusHandle*, uint16_t, _Bool, const uint8_t*, size_t, FuriHalI2cBegin, FuriHalI2cEnd, uint32_t"
furi_hal_i2c_write_mem,Function,Hardware HAL,not_bridged,_Bool,"const FuriHalI2cBusHandle*, uint8_t, uint8_t, const uint8_t*, size_t, uint32_t"
furi_hal_i2c_write_reg_16,Function,Hardware HAL,not_bridged,_Bool,"const FuriHalI2cBusHandle*, uint8_t, uint8_t, uint16_t, uint32_t"
furi_hal_i2c_write_reg_8,Function,Hardware HAL,not_bridged,_Bool,"const FuriHalI2cBusHandle*, uint8_t, uint8_t, uint8_t, uint32_t"
furi_hal_ibutton_emulate_set_next,Function,Hardware HAL,not_bridged,void,uint32_t
furi_hal_ibutton_emulate_start,Function,Hardware HAL,not_bridged,void,"uint32_t, FuriHalIbuttonEmulateCallback, void*"
furi_hal_ibutton_emulate_stop,Function,Hardware HAL,not_bridged,void,
furi_hal_ibutton_pin_configure,Function,Hardware HAL,not_bridged,void,
furi_hal_ibutton_pin_reset,Function,Hardware HAL,not_bridged,void,
furi_hal_ibutton_pin_write,Function,Hardware HAL,not_bridged,void,const _Bool
furi_hal_info_get,Function,Hardware HAL,not_bridged,void,"PropertyValueCallback, char, void*"
furi_hal_info_get_api_version,Function,Hardware HAL,not_bridged,void,"uint16_t*, uint16_t*"
furi_hal_infrared_async_rx_set_capture_isr_callback,Function,Hardware HAL,not_bridged,void,"FuriHalInfraredRxCaptureCallback, void*"
furi_hal_infrared_async_rx_set_timeout,Function,Hardware HAL,not_bridged,void,uint32_t
furi_hal_infrared_async_rx_set_timeout_isr_callback,Function,Hardware HAL,not_bridged,void,"FuriHalInfraredRxTimeoutCallback, void*"
furi_hal_infrared_async_rx_start,Function,Hardware HAL,not_bridged,void,
furi_hal_infrared_async_rx_stop,Function,Hardware HAL,not_bridged,void,
furi_hal_infrared_async_tx_set_data_isr_callback,Function,Hardware HAL,native_export_needs_arm_bridge,void,"FuriHalInfraredTxGetDataISRCallback, void*"
furi_hal_infrared_async_tx_set_signal_sent_isr_callback,Function,Hardware HAL,not_bridged,void,"FuriHalInfraredTxSignalSentISRCallback, void*"
furi_hal_infrared_async_tx_start,Function,Hardware HAL,native_export_needs_arm_bridge,void,"uint32_t, float"
furi_hal_infrared_async_tx_stop,Function,Hardware HAL,not_bridged,void,
furi_hal_infrared_async_tx_wait_termination,Function,Hardware HAL,native_export_needs_arm_bridge,void,
furi_hal_infrared_detect_tx_output,Function,Hardware HAL,native_export_needs_arm_bridge,FuriHalInfraredTxPin,
furi_hal_infrared_is_busy,Function,Hardware HAL,not_bridged,_Bool,
furi_hal_infrared_set_tx_output,Function,Hardware HAL,native_export_needs_arm_bridge,void,FuriHalInfraredTxPin
furi_hal_interrupt_get_name,Function,Hardware HAL,not_bridged,const char*,uint8_t
furi_hal_interrupt_get_time_in_isr_total,Function,Hardware HAL,not_bridged,uint32_t,
furi_hal_interrupt_set_isr,Function,Hardware HAL,not_bridged,void,"FuriHalInterruptId, FuriHalInterruptISR, void*"
furi_hal_interrupt_set_isr_ex,Function,Hardware HAL,not_bridged,void,"FuriHalInterruptId, FuriHalInterruptPriority, FuriHalInterruptISR, void*"
furi_hal_light_blink_set_color,Function,Hardware HAL,not_bridged,void,Light
furi_hal_light_blink_start,Function,Hardware HAL,not_bridged,void,"Light, uint8_t, uint16_t, uint16_t"
furi_hal_light_blink_stop,Function,Hardware HAL,not_bridged,void,
furi_hal_light_sequence,Function,Hardware HAL,not_bridged,void,const char*
furi_hal_light_set,Function,Hardware HAL,not_bridged,void,"Light, uint8_t"
furi_hal_memory_alloc,Function,Hardware HAL,not_bridged,void*,size_t
furi_hal_memory_get_free,Function,Hardware HAL,not_bridged,size_t,
furi_hal_memory_init,Function,Hardware HAL,not_bridged,void,
furi_hal_memory_max_pool_block,Function,Hardware HAL,not_bridged,size_t,
furi_hal_mpu_disable,Function,Hardware HAL,not_bridged,void,
furi_hal_mpu_enable,Function,Hardware HAL,not_bridged,void,
furi_hal_mpu_protect_disable,Function,Hardware HAL,not_bridged,void,FuriHalMpuRegion
furi_hal_mpu_protect_no_access,Function,Hardware HAL,not_bridged,void,"FuriHalMpuRegion, uint32_t, FuriHalMPURegionSize"
furi_hal_mpu_protect_read_only,Function,Hardware HAL,not_bridged,void,"FuriHalMpuRegion, uint32_t, FuriHalMPURegionSize"
furi_hal_nfc_abort,Function,Hardware HAL,not_bridged,FuriHalNfcError,
furi_hal_nfc_acquire,Function,Hardware HAL,native_export_needs_arm_bridge,FuriHalNfcError,
furi_hal_nfc_event_start,Function,Hardware HAL,not_bridged,FuriHalNfcError,
furi_hal_nfc_event_stop,Function,Hardware HAL,not_bridged,FuriHalNfcError,
furi_hal_nfc_felica_listener_set_sensf_res_data,Function,Hardware HAL,not_bridged,FuriHalNfcError,"const uint8_t*, const uint8_t, const uint8_t*, const uint8_t, const uint16_t"
furi_hal_nfc_field_detect_start,Function,Hardware HAL,native_export_needs_arm_bridge,FuriHalNfcError,
furi_hal_nfc_field_detect_stop,Function,Hardware HAL,native_export_needs_arm_bridge,FuriHalNfcError,
furi_hal_nfc_field_is_present,Function,Hardware HAL,native_export_needs_arm_bridge,_Bool,
furi_hal_nfc_init,Function,Hardware HAL,not_bridged,FuriHalNfcError,
furi_hal_nfc_is_hal_ready,Function,Hardware HAL,not_bridged,FuriHalNfcError,
furi_hal_nfc_iso14443a_listener_set_col_res_data,Function,Hardware HAL,not_bridged,FuriHalNfcError,"uint8_t*, uint8_t, uint8_t*, uint8_t"
furi_hal_nfc_iso14443a_listener_tx_custom_parity,Function,Hardware HAL,not_bridged,FuriHalNfcError,"const uint8_t*, const uint8_t*, size_t"
furi_hal_nfc_iso14443a_poller_trx_short_frame,Function,Hardware HAL,not_bridged,FuriHalNfcError,FuriHalNfcaShortFrame
furi_hal_nfc_iso14443a_poller_tx_custom_parity,Function,Hardware HAL,not_bridged,FuriHalNfcError,"const uint8_t*, size_t"
furi_hal_nfc_iso14443a_rx_sdd_frame,Function,Hardware HAL,not_bridged,FuriHalNfcError,"uint8_t*, size_t, size_t*"
furi_hal_nfc_iso14443a_tx_sdd_frame,Function,Hardware HAL,not_bridged,FuriHalNfcError,"const uint8_t*, size_t"
furi_hal_nfc_iso15693_listener_tx_sof,Function,Hardware HAL,not_bridged,FuriHalNfcError,
furi_hal_nfc_listener_enable_rx,Function,Hardware HAL,not_bridged,FuriHalNfcError,
furi_hal_nfc_listener_idle,Function,Hardware HAL,not_bridged,FuriHalNfcError,
furi_hal_nfc_listener_rx,Function,Hardware HAL,not_bridged,FuriHalNfcError,"uint8_t*, size_t, size_t*"
furi_hal_nfc_listener_sleep,Function,Hardware HAL,not_bridged,FuriHalNfcError,
furi_hal_nfc_listener_tx,Function,Hardware HAL,not_bridged,FuriHalNfcError,"const uint8_t*, size_t"
furi_hal_nfc_listener_wait_event,Function,Hardware HAL,not_bridged,FuriHalNfcEvent,uint32_t
furi_hal_nfc_low_power_mode_start,Function,Hardware HAL,not_bridged,FuriHalNfcError,
furi_hal_nfc_low_power_mode_stop,Function,Hardware HAL,not_bridged,FuriHalNfcError,
furi_hal_nfc_poller_field_on,Function,Hardware HAL,not_bridged,FuriHalNfcError,
furi_hal_nfc_poller_rx,Function,Hardware HAL,not_bridged,FuriHalNfcError,"uint8_t*, size_t, size_t*"
furi_hal_nfc_poller_tx,Function,Hardware HAL,not_bridged,FuriHalNfcError,"const uint8_t*, size_t"
furi_hal_nfc_poller_wait_event,Function,Hardware HAL,not_bridged,FuriHalNfcEvent,uint32_t
furi_hal_nfc_release,Function,Hardware HAL,native_export_needs_arm_bridge,FuriHalNfcError,
furi_hal_nfc_reset_mode,Function,Hardware HAL,not_bridged,FuriHalNfcError,
furi_hal_nfc_set_mode,Function,Hardware HAL,not_bridged,FuriHalNfcError,"FuriHalNfcMode, FuriHalNfcTech"
furi_hal_nfc_timer_block_tx_is_running,Function,Hardware HAL,not_bridged,_Bool,
furi_hal_nfc_timer_block_tx_start,Function,Hardware HAL,not_bridged,void,uint32_t
furi_hal_nfc_timer_block_tx_start_us,Function,Hardware HAL,not_bridged,void,uint32_t
furi_hal_nfc_timer_block_tx_stop,Function,Hardware HAL,not_bridged,void,
furi_hal_nfc_timer_fwt_start,Function,Hardware HAL,not_bridged,void,uint32_t
furi_hal_nfc_timer_fwt_stop,Function,Hardware HAL,not_bridged,void,
furi_hal_nfc_trx_reset,Function,Hardware HAL,not_bridged,FuriHalNfcError,
furi_hal_os_tick,Function,Hardware HAL,not_bridged,void,
furi_hal_power_check_otg_fault,Function,Hardware HAL,not_bridged,_Bool,
furi_hal_power_check_otg_status,Function,Hardware HAL,not_bridged,void,
furi_hal_power_debug_get,Function,Hardware HAL,not_bridged,void,"PropertyValueCallback, void*"
furi_hal_power_disable_external_3_3v,Function,Hardware HAL,not_bridged,void,
furi_hal_power_disable_otg,Function,Hardware HAL,native_export_needs_arm_bridge,void,
furi_hal_power_enable_external_3_3v,Function,Hardware HAL,not_bridged,void,
furi_hal_power_enable_otg,Function,Hardware HAL,native_export_needs_arm_bridge,_Bool,
furi_hal_power_gauge_is_ok,Function,Hardware HAL,not_bridged,_Bool,
furi_hal_power_get_bat_health_pct,Function,Hardware HAL,not_bridged,uint8_t,
furi_hal_power_get_battery_charge_voltage_limit,Function,Hardware HAL,not_bridged,float,
furi_hal_power_get_battery_current,Function,Hardware HAL,not_bridged,float,FuriHalPowerIC
furi_hal_power_get_battery_design_capacity,Function,Hardware HAL,not_bridged,uint32_t,
furi_hal_power_get_battery_full_capacity,Function,Hardware HAL,native_export_needs_arm_bridge,uint32_t,
furi_hal_power_get_battery_remaining_capacity,Function,Hardware HAL,native_export_needs_arm_bridge,uint32_t,
furi_hal_power_get_battery_temperature,Function,Hardware HAL,not_bridged,float,FuriHalPowerIC
furi_hal_power_get_battery_voltage,Function,Hardware HAL,not_bridged,float,FuriHalPowerIC
furi_hal_power_get_pct,Function,Hardware HAL,not_bridged,uint8_t,
furi_hal_power_get_usb_voltage,Function,Hardware HAL,not_bridged,float,
furi_hal_power_info_get,Function,Hardware HAL,not_bridged,void,"PropertyValueCallback, char, void*"
furi_hal_power_insomnia_enter,Function,Hardware HAL,native_export_needs_arm_bridge,void,
furi_hal_power_insomnia_exit,Function,Hardware HAL,native_export_needs_arm_bridge,void,
furi_hal_power_is_charging,Function,Hardware HAL,not_bridged,_Bool,
furi_hal_power_is_charging_done,Function,Hardware HAL,not_bridged,_Bool,
furi_hal_power_is_otg_enabled,Function,Hardware HAL,native_export_needs_arm_bridge,_Bool,
furi_hal_power_is_shutdown_requested,Function,Hardware HAL,not_bridged,_Bool,
furi_hal_power_off,Function,Hardware HAL,not_bridged,void,
furi_hal_power_reset,Function,Hardware HAL,not_bridged,void,
furi_hal_power_set_battery_charge_voltage_limit,Function,Hardware HAL,not_bridged,void,float
furi_hal_power_shutdown,Function,Hardware HAL,not_bridged,void,
furi_hal_power_sleep,Function,Hardware HAL,not_bridged,void,
furi_hal_power_sleep_available,Function,Hardware HAL,not_bridged,_Bool,
furi_hal_power_suppress_charge_enter,Function,Hardware HAL,native_export_needs_arm_bridge,void,
furi_hal_power_suppress_charge_exit,Function,Hardware HAL,native_export_needs_arm_bridge,void,
furi_hal_pwm_is_running,Function,Hardware HAL,not_bridged,_Bool,FuriHalPwmOutputId
furi_hal_pwm_set_params,Function,Hardware HAL,not_bridged,void,"FuriHalPwmOutputId, uint32_t, uint8_t"
furi_hal_pwm_start,Function,Hardware HAL,not_bridged,void,"FuriHalPwmOutputId, uint32_t, uint8_t"
furi_hal_pwm_stop,Function,Hardware HAL,not_bridged,void,FuriHalPwmOutputId
furi_hal_random_fill_buf,Function,Hardware HAL,native_export_needs_arm_bridge,void,"uint8_t*, uint32_t"
furi_hal_random_get,Function,Hardware HAL,bridged_subset,uint32_t,
furi_hal_random_init,Function,Hardware HAL,not_bridged,void,
furi_hal_region_get,Function,Hardware HAL,not_bridged,const FuriHalRegion*,
furi_hal_region_get_band,Function,Hardware HAL,not_bridged,const FuriHalRegionBand*,uint32_t
furi_hal_region_get_name,Function,Hardware HAL,not_bridged,const char*,
furi_hal_region_is_frequency_allowed,Function,Hardware HAL,not_bridged,_Bool,uint32_t
furi_hal_region_is_provisioned,Function,Hardware HAL,not_bridged,_Bool,
furi_hal_region_set,Function,Hardware HAL,not_bridged,void,FuriHalRegion*
furi_hal_resources_get_ext_pin_number,Function,Hardware HAL,not_bridged,int32_t,const GpioPin*
furi_hal_resources_pin_by_name,Function,Hardware HAL,not_bridged,const GpioPinRecord*,const char*
furi_hal_resources_pin_by_number,Function,Hardware HAL,not_bridged,const GpioPinRecord*,uint8_t
furi_hal_rfid_comp_set_callback,Function,Hardware HAL,not_bridged,void,"FuriHalRfidCompCallback, void*"
furi_hal_rfid_comp_start,Function,Hardware HAL,not_bridged,void,
furi_hal_rfid_comp_stop,Function,Hardware HAL,not_bridged,void,
furi_hal_rfid_field_detect_start,Function,Hardware HAL,native_export_needs_arm_bridge,void,
furi_hal_rfid_field_detect_stop,Function,Hardware HAL,native_export_needs_arm_bridge,void,
furi_hal_rfid_field_is_present,Function,Hardware HAL,native_export_needs_arm_bridge,_Bool,uint32_t*
furi_hal_rfid_pin_pull_pulldown,Function,Hardware HAL,not_bridged,void,
furi_hal_rfid_pin_pull_release,Function,Hardware HAL,not_bridged,void,
furi_hal_rfid_pins_reset,Function,Hardware HAL,not_bridged,void,
furi_hal_rfid_set_read_period,Function,Hardware HAL,not_bridged,void,uint32_t
furi_hal_rfid_set_read_pulse,Function,Hardware HAL,not_bridged,void,uint32_t
furi_hal_rfid_tim_emulate_dma_start,Function,Hardware HAL,not_bridged,void,"uint32_t*, uint32_t*, size_t, FuriHalRfidDMACallback, void*"
furi_hal_rfid_tim_emulate_dma_stop,Function,Hardware HAL,not_bridged,void,
furi_hal_rfid_tim_read_capture_start,Function,Hardware HAL,not_bridged,void,"FuriHalRfidReadCaptureCallback, void*"
furi_hal_rfid_tim_read_capture_stop,Function,Hardware HAL,not_bridged,void,
furi_hal_rfid_tim_read_continue,Function,Hardware HAL,not_bridged,void,
furi_hal_rfid_tim_read_pause,Function,Hardware HAL,not_bridged,void,
furi_hal_rfid_tim_read_start,Function,Hardware HAL,not_bridged,void,"float, float"
furi_hal_rfid_tim_read_stop,Function,Hardware HAL,not_bridged,void,
furi_hal_rtc_get_boot_mode,Function,Hardware HAL,not_bridged,FuriHalRtcBootMode,
furi_hal_rtc_get_datetime,Function,Hardware HAL,native_export_needs_arm_bridge,void,DateTime*
furi_hal_rtc_get_fault_data,Function,Hardware HAL,not_bridged,uint32_t,
furi_hal_rtc_get_heap_track_mode,Function,Hardware HAL,not_bridged,FuriHalRtcHeapTrackMode,
furi_hal_rtc_get_locale_dateformat,Function,Hardware HAL,not_bridged,FuriHalRtcLocaleDateFormat,
furi_hal_rtc_get_locale_timeformat,Function,Hardware HAL,not_bridged,FuriHalRtcLocaleTimeFormat,
furi_hal_rtc_get_locale_units,Function,Hardware HAL,native_export_needs_arm_bridge,FuriHalRtcLocaleUnits,
furi_hal_rtc_get_log_baud_rate,Function,Hardware HAL,not_bridged,FuriHalRtcLogBaudRate,
furi_hal_rtc_get_log_device,Function,Hardware HAL,not_bridged,FuriHalRtcLogDevice,
furi_hal_rtc_get_log_level,Function,Hardware HAL,not_bridged,uint8_t,
furi_hal_rtc_get_pin_fails,Function,Hardware HAL,not_bridged,uint32_t,
furi_hal_rtc_get_register,Function,Hardware HAL,not_bridged,uint32_t,FuriHalRtcRegister
furi_hal_rtc_get_timestamp,Function,Hardware HAL,native_export_needs_arm_bridge,uint32_t,
furi_hal_rtc_is_flag_set,Function,Hardware HAL,native_export_needs_arm_bridge,_Bool,FuriHalRtcFlag
furi_hal_rtc_reset_flag,Function,Hardware HAL,not_bridged,void,FuriHalRtcFlag
furi_hal_rtc_reset_registers,Function,Hardware HAL,not_bridged,void,
furi_hal_rtc_set_boot_mode,Function,Hardware HAL,not_bridged,void,FuriHalRtcBootMode
furi_hal_rtc_set_datetime,Function,Hardware HAL,not_bridged,void,DateTime*
furi_hal_rtc_set_fault_data,Function,Hardware HAL,not_bridged,void,uint32_t
furi_hal_rtc_set_flag,Function,Hardware HAL,not_bridged,void,FuriHalRtcFlag
furi_hal_rtc_set_heap_track_mode,Function,Hardware HAL,not_bridged,void,FuriHalRtcHeapTrackMode
furi_hal_rtc_set_locale_dateformat,Function,Hardware HAL,not_bridged,void,FuriHalRtcLocaleDateFormat
furi_hal_rtc_set_locale_timeformat,Function,Hardware HAL,not_bridged,void,FuriHalRtcLocaleTimeFormat
