name,kind,area,status,return_or_variable_type,parameters
locale_get_time_format,Function,Other libraries and assets,native_export_needs_arm_bridge,LocaleTimeFormat,
locale_set_date_format,Function,Other libraries and assets,not_bridged,void,LocaleDateFormat
locale_set_measurement_unit,Function,Other libraries and assets,not_bridged,void,LocaleMeasurementUnits
locale_set_time_format,Function,Other libraries and assets,not_bridged,void,LocaleTimeFormat
malloc,Function,Other libraries and assets,bridged_subset,void*,size_t
manchester_advance,Function,Other libraries and assets,native_export_needs_arm_bridge,_Bool,"ManchesterState, ManchesterEvent, ManchesterState*, _Bool*"
manchester_encoder_advance,Function,Other libraries and assets,not_bridged,_Bool,"ManchesterEncoderState*, const _Bool, ManchesterEncoderResult*"
manchester_encoder_finish,Function,Other libraries and assets,not_bridged,ManchesterEncoderResult,ManchesterEncoderState*
manchester_encoder_reset,Function,Other libraries and assets,not_bridged,void,ManchesterEncoderState*
maxim_crc8,Function,Other libraries and assets,not_bridged,uint8_t,"const uint8_t*, const uint8_t, const uint8_t"
md5_calc_file,Function,Other libraries and assets,not_bridged,_Bool,"File*, const char*, unsigned char[16], FS_Error*"
md5_string_calc_file,Function,Other libraries and assets,not_bridged,_Bool,"File*, const char*, FuriString*, FS_Error*"
memchr,Function,Other libraries and assets,native_export_needs_arm_bridge,void*,"const void*, int, size_t"
memcmp,Function,Other libraries and assets,native_export_needs_arm_bridge,int,"const void*, const void*, size_t"
memcpy,Function,Other libraries and assets,bridged_subset,void*,"void*, const void*, size_t"
memmgr_get_free_heap,Function,Other libraries and assets,native_export_needs_arm_bridge,size_t,
memmgr_get_minimum_free_heap,Function,Other libraries and assets,not_bridged,size_t,
memmgr_get_total_heap,Function,Other libraries and assets,not_bridged,size_t,
memmgr_heap_disable_thread_trace,Function,Other libraries and assets,not_bridged,void,FuriThreadId
memmgr_heap_enable_thread_trace,Function,Other libraries and assets,not_bridged,void,FuriThreadId
memmgr_heap_get_max_free_block,Function,Other libraries and assets,not_bridged,size_t,
memmgr_heap_get_thread_memory,Function,Other libraries and assets,not_bridged,size_t,FuriThreadId
memmgr_heap_printf_free_blocks,Function,Other libraries and assets,not_bridged,void,
memmove,Function,Other libraries and assets,bridged_subset,void*,"void*, const void*, size_t"
memset,Function,Other libraries and assets,bridged_subset,void*,"void*, int, size_t"
menu_add_item,Function,Other libraries and assets,native_export_needs_arm_bridge,void,"Menu*, const char*, const Icon*, uint32_t, MenuItemCallback, void*"
menu_alloc,Function,Other libraries and assets,native_export_needs_arm_bridge,Menu*,
menu_free,Function,Other libraries and assets,native_export_needs_arm_bridge,void,Menu*
menu_get_view,Function,Other libraries and assets,native_export_needs_arm_bridge,View*,Menu*
menu_reset,Function,Other libraries and assets,native_export_needs_arm_bridge,void,Menu*
menu_set_selected_item,Function,Other libraries and assets,not_bridged,void,"Menu*, uint32_t"
message_blink_set_color_blue,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_blink_set_color_cyan,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_blink_set_color_green,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_blink_set_color_magenta,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_blink_set_color_red,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_blink_set_color_white,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_blink_set_color_yellow,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_blink_start_10,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_blink_start_100,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_blink_stop,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_blue_0,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_blue_255,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_click,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_delay_1,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_delay_10,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_delay_100,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_delay_1000,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_delay_25,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_delay_250,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_delay_50,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_delay_500,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_display_backlight_enforce_auto,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_display_backlight_enforce_on,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_display_backlight_off,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_display_backlight_on,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_do_not_reset,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_force_display_brightness_setting_1f,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_force_speaker_volume_setting_1f,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_force_vibro_setting_off,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_force_vibro_setting_on,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_green_0,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_green_255,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_lcd_contrast_update,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_a0,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_a1,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_a2,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_a3,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_a4,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_a5,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_a6,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_a7,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_a8,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_as0,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_as1,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_as2,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_as3,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_as4,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_as5,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_as6,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_as7,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_as8,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_b0,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_b1,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_b2,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_b3,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_b4,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_b5,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_b6,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_b7,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_b8,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_c0,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_c1,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_c2,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_c3,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_c4,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_c5,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_c6,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_c7,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_c8,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_cs0,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_cs1,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_cs2,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_cs3,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_cs4,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_cs5,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_cs6,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_cs7,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_cs8,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_d0,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_d1,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_d2,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_d3,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_d4,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_d5,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_d6,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_d7,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_d8,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_ds0,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_ds1,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_ds2,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_ds3,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_ds4,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_ds5,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_ds6,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_ds7,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_ds8,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_e0,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_e1,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_e2,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_e3,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_e4,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_e5,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_e6,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_e7,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_e8,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_f0,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_f1,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_f2,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_f3,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_f4,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_f5,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_f6,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_f7,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_f8,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_fs0,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_fs1,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_fs2,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_fs3,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_fs4,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_fs5,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_fs6,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_fs7,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_fs8,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_g0,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_g1,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_g2,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_g3,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_g4,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_g5,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_g6,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_g7,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_g8,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_gs0,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_gs1,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_gs2,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_gs3,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_gs4,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_gs5,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_gs6,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_gs7,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_note_gs8,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_red_0,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_red_255,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_sound_off,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_vibro_off,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
message_vibro_on,Variable,Other libraries and assets,not_bridged,const NotificationMessage,
mf_classic_alloc,Function,NFC,native_export_needs_arm_bridge,MfClassicData*,
mf_classic_block_to_value,Function,NFC,native_export_needs_arm_bridge,_Bool,"const MfClassicBlock*, int32_t*, uint8_t*"
mf_classic_copy,Function,NFC,not_bridged,void,"MfClassicData*, const MfClassicData*"
mf_classic_free,Function,NFC,native_export_needs_arm_bridge,void,MfClassicData*
mf_classic_get_base_data,Function,NFC,not_bridged,Iso14443_3aData*,const MfClassicData*
mf_classic_get_blocks_num_in_sector,Function,NFC,not_bridged,uint8_t,uint8_t
mf_classic_get_device_name,Function,NFC,not_bridged,const char*,"const MfClassicData*, NfcDeviceNameType"
mf_classic_get_first_block_num_of_sector,Function,NFC,native_export_needs_arm_bridge,uint8_t,uint8_t
mf_classic_get_key,Function,NFC,not_bridged,MfClassicKey,"const MfClassicData*, uint8_t, MfClassicKeyType"
mf_classic_get_read_sectors_and_keys,Function,NFC,not_bridged,void,"const MfClassicData*, uint8_t*, uint8_t*"
mf_classic_get_sector_by_block,Function,NFC,native_export_needs_arm_bridge,uint8_t,uint8_t
mf_classic_get_sector_trailer_by_sector,Function,NFC,native_export_needs_arm_bridge,MfClassicSectorTrailer*,"const MfClassicData*, uint8_t"
mf_classic_get_sector_trailer_num_by_block,Function,NFC,native_export_needs_arm_bridge,uint8_t,uint8_t
mf_classic_get_sector_trailer_num_by_sector,Function,NFC,not_bridged,uint8_t,uint8_t
mf_classic_get_total_block_num,Function,NFC,not_bridged,uint16_t,MfClassicType
mf_classic_get_total_sectors_num,Function,NFC,native_export_needs_arm_bridge,uint8_t,MfClassicType
mf_classic_get_uid,Function,NFC,native_export_needs_arm_bridge,const uint8_t*,"const MfClassicData*, size_t*"
mf_classic_is_allowed_access,Function,NFC,not_bridged,_Bool,"MfClassicData*, uint8_t, MfClassicKeyType, MfClassicAction"
mf_classic_is_allowed_access_data_block,Function,NFC,not_bridged,_Bool,"MfClassicSectorTrailer*, uint8_t, MfClassicKeyType, MfClassicAction"
mf_classic_is_block_read,Function,NFC,native_export_needs_arm_bridge,_Bool,"const MfClassicData*, uint8_t"
mf_classic_is_card_read,Function,NFC,native_export_needs_arm_bridge,_Bool,const MfClassicData*
mf_classic_is_equal,Function,NFC,not_bridged,_Bool,"const MfClassicData*, const MfClassicData*"
mf_classic_is_key_found,Function,NFC,not_bridged,_Bool,"const MfClassicData*, uint8_t, MfClassicKeyType"
mf_classic_is_sector_read,Function,NFC,not_bridged,_Bool,"const MfClassicData*, uint8_t"
mf_classic_is_sector_trailer,Function,NFC,not_bridged,_Bool,uint8_t
mf_classic_is_value_block,Function,NFC,not_bridged,_Bool,"MfClassicSectorTrailer*, uint8_t"
mf_classic_load,Function,NFC,not_bridged,_Bool,"MfClassicData*, FlipperFormat*, uint32_t"
mf_classic_poller_auth,Function,NFC,not_bridged,MfClassicError,"MfClassicPoller*, uint8_t, MfClassicKey*, MfClassicKeyType, MfClassicAuthContext*, _Bool"
mf_classic_poller_auth_nested,Function,NFC,not_bridged,MfClassicError,"MfClassicPoller*, uint8_t, MfClassicKey*, MfClassicKeyType, MfClassicAuthContext*, _Bool, _Bool"
mf_classic_poller_get_nt,Function,NFC,not_bridged,MfClassicError,"MfClassicPoller*, uint8_t, MfClassicKeyType, MfClassicNt*, _Bool"
mf_classic_poller_get_nt_nested,Function,NFC,not_bridged,MfClassicError,"MfClassicPoller*, uint8_t, MfClassicKeyType, MfClassicNt*, _Bool"
mf_classic_poller_halt,Function,NFC,not_bridged,MfClassicError,MfClassicPoller*
mf_classic_poller_read_block,Function,NFC,not_bridged,MfClassicError,"MfClassicPoller*, uint8_t, MfClassicBlock*"
mf_classic_poller_send_custom_parity_frame,Function,NFC,not_bridged,MfClassicError,"MfClassicPoller*, const BitBuffer*, BitBuffer*, uint32_t"
mf_classic_poller_send_encrypted_frame,Function,NFC,not_bridged,MfClassicError,"MfClassicPoller*, const BitBuffer*, BitBuffer*, uint32_t"
mf_classic_poller_send_frame,Function,NFC,not_bridged,MfClassicError,"MfClassicPoller*, const BitBuffer*, BitBuffer*, uint32_t"
mf_classic_poller_send_standard_frame,Function,NFC,not_bridged,MfClassicError,"MfClassicPoller*, const BitBuffer*, BitBuffer*, uint32_t"
mf_classic_poller_sync_auth,Function,NFC,native_export_needs_arm_bridge,MfClassicError,"Nfc*, uint8_t, MfClassicKey*, MfClassicKeyType, MfClassicAuthContext*"
mf_classic_poller_sync_change_value,Function,NFC,not_bridged,MfClassicError,"Nfc*, uint8_t, MfClassicKey*, MfClassicKeyType, int32_t, int32_t*"
mf_classic_poller_sync_collect_nt,Function,NFC,not_bridged,MfClassicError,"Nfc*, uint8_t, MfClassicKeyType, MfClassicNt*"
mf_classic_poller_sync_detect_type,Function,NFC,native_export_needs_arm_bridge,MfClassicError,"Nfc*, MfClassicType*"
mf_classic_poller_sync_read,Function,NFC,native_export_needs_arm_bridge,MfClassicError,"Nfc*, const MfClassicDeviceKeys*, MfClassicData*"
mf_classic_poller_sync_read_block,Function,NFC,native_export_needs_arm_bridge,MfClassicError,"Nfc*, uint8_t, MfClassicKey*, MfClassicKeyType, MfClassicBlock*"
mf_classic_poller_sync_read_value,Function,NFC,not_bridged,MfClassicError,"Nfc*, uint8_t, MfClassicKey*, MfClassicKeyType, int32_t*"
mf_classic_poller_sync_write_block,Function,NFC,not_bridged,MfClassicError,"Nfc*, uint8_t, MfClassicKey*, MfClassicKeyType, MfClassicBlock*"
mf_classic_poller_value_cmd,Function,NFC,not_bridged,MfClassicError,"MfClassicPoller*, uint8_t, MfClassicValueCommand, int32_t"
mf_classic_poller_value_transfer,Function,NFC,not_bridged,MfClassicError,"MfClassicPoller*, uint8_t"
mf_classic_poller_write_block,Function,NFC,not_bridged,MfClassicError,"MfClassicPoller*, uint8_t, MfClassicBlock*"
mf_classic_reset,Function,NFC,not_bridged,void,MfClassicData*
mf_classic_save,Function,NFC,not_bridged,_Bool,"const MfClassicData*, FlipperFormat*"
mf_classic_set_block_read,Function,NFC,not_bridged,void,"MfClassicData*, uint8_t, MfClassicBlock*"
mf_classic_set_key_found,Function,NFC,not_bridged,void,"MfClassicData*, uint8_t, MfClassicKeyType, uint64_t"
mf_classic_set_key_not_found,Function,NFC,not_bridged,void,"MfClassicData*, uint8_t, MfClassicKeyType"
mf_classic_set_sector_trailer_read,Function,NFC,not_bridged,void,"MfClassicData*, uint8_t, MfClassicSectorTrailer*"
mf_classic_set_uid,Function,NFC,not_bridged,_Bool,"MfClassicData*, const uint8_t*, size_t"
mf_classic_value_to_block,Function,NFC,not_bridged,void,"int32_t, uint8_t, MfClassicBlock*"
mf_classic_verify,Function,NFC,not_bridged,_Bool,"MfClassicData*, const FuriString*"
mf_desfire_alloc,Function,NFC,not_bridged,MfDesfireData*,
mf_desfire_copy,Function,NFC,not_bridged,void,"MfDesfireData*, const MfDesfireData*"
mf_desfire_free,Function,NFC,not_bridged,void,MfDesfireData*
mf_desfire_get_application,Function,NFC,native_export_needs_arm_bridge,const MfDesfireApplication*,"const MfDesfireData*, const MfDesfireApplicationId*"
mf_desfire_get_base_data,Function,NFC,not_bridged,Iso14443_4aData*,const MfDesfireData*
mf_desfire_get_device_name,Function,NFC,not_bridged,const char*,"const MfDesfireData*, NfcDeviceNameType"
mf_desfire_get_file_data,Function,NFC,native_export_needs_arm_bridge,const MfDesfireFileData*,"const MfDesfireApplication*, const MfDesfireFileId*"
mf_desfire_get_file_settings,Function,NFC,native_export_needs_arm_bridge,const MfDesfireFileSettings*,"const MfDesfireApplication*, const MfDesfireFileId*"
mf_desfire_get_uid,Function,NFC,not_bridged,const uint8_t*,"const MfDesfireData*, size_t*"
mf_desfire_is_equal,Function,NFC,not_bridged,_Bool,"const MfDesfireData*, const MfDesfireData*"
mf_desfire_load,Function,NFC,not_bridged,_Bool,"MfDesfireData*, FlipperFormat*, uint32_t"
mf_desfire_poller_read_application,Function,NFC,not_bridged,MfDesfireError,"MfDesfirePoller*, MfDesfireApplication*"
mf_desfire_poller_read_application_ids,Function,NFC,not_bridged,MfDesfireError,"MfDesfirePoller*, SimpleArray*"
mf_desfire_poller_read_applications,Function,NFC,not_bridged,MfDesfireError,"MfDesfirePoller*, const SimpleArray*, SimpleArray*"
mf_desfire_poller_read_file_data,Function,NFC,not_bridged,MfDesfireError,"MfDesfirePoller*, MfDesfireFileId, uint32_t, size_t, MfDesfireFileData*"
mf_desfire_poller_read_file_data_multi,Function,NFC,not_bridged,MfDesfireError,"MfDesfirePoller*, const SimpleArray*, const SimpleArray*, SimpleArray*"
mf_desfire_poller_read_file_ids,Function,NFC,not_bridged,MfDesfireError,"MfDesfirePoller*, SimpleArray*"
mf_desfire_poller_read_file_records,Function,NFC,not_bridged,MfDesfireError,"MfDesfirePoller*, MfDesfireFileId, uint32_t, size_t, MfDesfireFileData*"
mf_desfire_poller_read_file_settings,Function,NFC,not_bridged,MfDesfireError,"MfDesfirePoller*, MfDesfireFileId, MfDesfireFileSettings*"
mf_desfire_poller_read_file_settings_multi,Function,NFC,not_bridged,MfDesfireError,"MfDesfirePoller*, const SimpleArray*, SimpleArray*"
mf_desfire_poller_read_file_value,Function,NFC,not_bridged,MfDesfireError,"MfDesfirePoller*, MfDesfireFileId, MfDesfireFileData*"
mf_desfire_poller_read_free_memory,Function,NFC,not_bridged,MfDesfireError,"MfDesfirePoller*, MfDesfireFreeMemory*"
mf_desfire_poller_read_key_settings,Function,NFC,not_bridged,MfDesfireError,"MfDesfirePoller*, MfDesfireKeySettings*"
mf_desfire_poller_read_key_version,Function,NFC,not_bridged,MfDesfireError,"MfDesfirePoller*, uint8_t, MfDesfireKeyVersion*"
mf_desfire_poller_read_key_versions,Function,NFC,not_bridged,MfDesfireError,"MfDesfirePoller*, SimpleArray*, uint32_t"
mf_desfire_poller_read_version,Function,NFC,not_bridged,MfDesfireError,"MfDesfirePoller*, MfDesfireVersion*"
mf_desfire_poller_select_application,Function,NFC,not_bridged,MfDesfireError,"MfDesfirePoller*, const MfDesfireApplicationId*"
mf_desfire_reset,Function,NFC,not_bridged,void,MfDesfireData*
mf_desfire_save,Function,NFC,not_bridged,_Bool,"const MfDesfireData*, FlipperFormat*"
mf_desfire_send_chunks,Function,NFC,not_bridged,MfDesfireError,"MfDesfirePoller*, const BitBuffer*, BitBuffer*"
mf_desfire_set_uid,Function,NFC,not_bridged,_Bool,"MfDesfireData*, const uint8_t*, size_t"
mf_desfire_verify,Function,NFC,not_bridged,_Bool,"MfDesfireData*, const FuriString*"
mf_plus_alloc,Function,NFC,not_bridged,MfPlusData*,
mf_plus_copy,Function,NFC,not_bridged,void,"MfPlusData*, const MfPlusData*"
mf_plus_free,Function,NFC,not_bridged,void,MfPlusData*
mf_plus_get_base_data,Function,NFC,not_bridged,Iso14443_4aData*,const MfPlusData*
mf_plus_get_device_name,Function,NFC,not_bridged,const char*,"const MfPlusData*, NfcDeviceNameType"
mf_plus_get_uid,Function,NFC,not_bridged,const uint8_t*,"const MfPlusData*, size_t*"
mf_plus_is_equal,Function,NFC,not_bridged,_Bool,"const MfPlusData*, const MfPlusData*"
mf_plus_load,Function,NFC,not_bridged,_Bool,"MfPlusData*, FlipperFormat*, uint32_t"
mf_plus_poller_read_version,Function,NFC,not_bridged,MfPlusError,"MfPlusPoller*, MfPlusVersion*"
mf_plus_reset,Function,NFC,not_bridged,void,MfPlusData*
mf_plus_save,Function,NFC,not_bridged,_Bool,"const MfPlusData*, FlipperFormat*"
mf_plus_set_uid,Function,NFC,not_bridged,_Bool,"MfPlusData*, const uint8_t*, size_t"
mf_plus_verify,Function,NFC,not_bridged,_Bool,"MfPlusData*, const FuriString*"
mf_ultralight_3des_decrypt,Function,NFC,not_bridged,void,"mbedtls_des3_context*, const uint8_t*, const uint8_t*, const uint8_t*, const uint8_t, uint8_t*"
mf_ultralight_3des_encrypt,Function,NFC,not_bridged,void,"mbedtls_des3_context*, const uint8_t*, const uint8_t*, const uint8_t*, const uint8_t, uint8_t*"
mf_ultralight_3des_get_key,Function,NFC,not_bridged,const uint8_t*,const MfUltralightData*
mf_ultralight_3des_key_valid,Function,NFC,not_bridged,_Bool,const MfUltralightData*
mf_ultralight_3des_shift_data,Function,NFC,not_bridged,void,uint8_t* const
mf_ultralight_alloc,Function,NFC,not_bridged,MfUltralightData*,
mf_ultralight_copy,Function,NFC,not_bridged,void,"MfUltralightData*, const MfUltralightData*"
mf_ultralight_detect_protocol,Function,NFC,not_bridged,_Bool,const Iso14443_3aData*
mf_ultralight_free,Function,NFC,not_bridged,void,MfUltralightData*
mf_ultralight_get_base_data,Function,NFC,not_bridged,Iso14443_3aData*,const MfUltralightData*
mf_ultralight_get_config_page,Function,NFC,not_bridged,_Bool,"const MfUltralightData*, MfUltralightConfigPages**"
mf_ultralight_get_config_page_num,Function,NFC,not_bridged,uint16_t,MfUltralightType
mf_ultralight_get_device_name,Function,NFC,not_bridged,const char*,"const MfUltralightData*, NfcDeviceNameType"
mf_ultralight_get_feature_support_set,Function,NFC,not_bridged,uint32_t,MfUltralightType
mf_ultralight_get_pages_total,Function,NFC,native_export_needs_arm_bridge,uint16_t,MfUltralightType
mf_ultralight_get_pwd_page_num,Function,NFC,not_bridged,uint8_t,MfUltralightType
mf_ultralight_get_type_by_version,Function,NFC,not_bridged,MfUltralightType,MfUltralightVersion*
mf_ultralight_get_uid,Function,NFC,not_bridged,const uint8_t*,"const MfUltralightData*, size_t*"
mf_ultralight_get_write_end_page,Function,NFC,not_bridged,uint8_t,MfUltralightType
mf_ultralight_is_all_data_read,Function,NFC,not_bridged,_Bool,const MfUltralightData*
mf_ultralight_is_counter_configured,Function,NFC,not_bridged,_Bool,const MfUltralightData*
mf_ultralight_is_equal,Function,NFC,not_bridged,_Bool,"const MfUltralightData*, const MfUltralightData*"
mf_ultralight_is_page_pwd_or_pack,Function,NFC,not_bridged,_Bool,"MfUltralightType, uint16_t"
mf_ultralight_load,Function,NFC,not_bridged,_Bool,"MfUltralightData*, FlipperFormat*, uint32_t"
mf_ultralight_poller_auth_pwd,Function,NFC,not_bridged,MfUltralightError,"MfUltralightPoller*, MfUltralightPollerAuthContext*"
